Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(517_214)-(653_319),(454_481)-(572_504),(247_516)-(329_606),(130_284)-(227_402)
470.00,0.00,1.40,0.56,0.07
560.00,17.16,19.63,21.55,14.47
670.00,7.38,9.65,8.66,9.09
720.00,44.78,65.28,56.06,37.76
780.00,50.02,72.77,58.87,40.09
840.00,46.55,73.50,53.07,37.45
900.00,46.10,73.64,53.93,28.72
970.00,45.50,72.53,51.90,20.12
