Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(258_154)-(396_227),(712_172)-(822_248),(392_525)-(502_647),(665_528)-(779_651)
470.00,0.00,0.00,0.00,0.01
560.00,13.07,15.67,8.99,15.64
670.00,3.09,3.07,2.42,3.32
720.00,36.61,39.58,33.61,39.59
780.00,44.05,52.35,44.97,54.36
840.00,38.52,48.23,42.07,52.88
900.00,40.24,50.99,44.49,55.19
970.00,25.13,44.31,37.53,54.44
