Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(765_520)-(912_648),(905_218)-(980_387),(1150_296)-(1225_464),(1168_622)-(1249_697)
470.00,0.09,0.00,0.35,0.46
560.00,17.05,14.09,22.55,23.30
670.00,7.42,5.41,8.77,11.55
720.00,48.77,42.05,56.63,61.54
780.00,51.29,42.54,61.22,61.95
840.00,44.88,34.53,57.20,58.42
900.00,51.29,34.76,55.55,64.94
970.00,40.95,21.89,39.33,62.05
