Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(649_69)-(719_151),(761_115)-(824_226),(562_360)-(662_469),(698_446)-(756_562)
470.00,0.00,0.00,0.00,0.00
560.00,7.87,5.52,5.86,5.72
670.00,2.06,1.07,0.90,0.77
720.00,26.75,20.13,27.53,26.04
780.00,61.46,52.10,54.14,47.66
840.00,39.29,49.32,46.45,45.35
900.00,53.01,44.50,47.87,38.19
970.00,37.95,28.05,30.17,19.77
