Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(139_198)-(304_357),(201_560)-(336_678),(635_262)-(732_356),(751_596)-(901_696)
470.00,0.01,0.00,0.00,0.00
560.00,11.63,6.22,2.16,3.21
670.00,5.33,1.63,0.77,1.09
720.00,48.19,36.81,20.30,24.77
780.00,75.39,66.39,34.06,47.85
840.00,64.52,59.44,31.24,44.49
900.00,92.29,93.56,43.74,74.76
970.00,60.14,62.44,20.03,45.15
