Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(787_316)-(896_430),(897_598)-(1022_747),(550_673)-(689_779),(472_447)-(573_505)
470.00,0.00,0.12,0.08,12.29
560.00,10.75,25.31,38.19,48.12
670.00,2.40,6.58,9.62,29.50
720.00,32.57,54.19,70.29,69.25
780.00,39.69,64.36,75.84,69.18
840.00,37.94,64.42,70.51,63.09
900.00,42.17,70.05,77.85,69.96
970.00,32.37,76.75,84.35,62.36
