Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(475_358)-(626_485),(409_658)-(562_778),(192_225)-(288_322),(164_642)-(240_742)
470.00,0.00,0.37,0.05,0.02
560.00,7.08,13.96,10.75,12.03
670.00,1.87,4.88,3.59,2.73
720.00,34.49,50.17,39.51,45.49
780.00,57.60,83.74,57.78,75.68
840.00,52.09,78.67,48.01,68.54
900.00,75.52,95.00,71.37,94.78
970.00,47.60,93.19,43.61,85.86
