Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(755_124)-(912_311),(1198_307)-(1339_447),(617_567)-(806_708),(1198_649)-(1350_824)
470.00,0.34,0.00,0.04,0.00
560.00,15.95,8.51,13.38,8.70
670.00,7.26,2.41,3.58,2.91
720.00,46.37,32.05,44.48,30.08
780.00,68.10,48.51,63.74,44.78
840.00,60.16,46.64,56.83,43.89
900.00,62.74,51.07,61.45,46.73
970.00,51.64,43.97,54.86,48.50
