Number of bands=8
Number of spectra=5
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(841_638)-(1003_764),(1037_603)-(1104_688),(902_294)-(1036_411),(1428_484)-(1539_614),(1202_748)-(1307_840)
470.00,2.16,0.81,0.01,0.00,0.00
560.00,24.19,17.66,12.77,6.34,9.56
670.00,9.25,5.61,3.70,2.11,3.81
720.00,71.28,56.49,48.32,27.62,36.32
780.00,94.06,76.89,85.56,49.34,52.77
840.00,85.14,63.34,64.53,46.55,49.00
900.00,94.40,81.39,60.94,53.47,58.89
970.00,90.00,70.00,46.91,36.26,45.64
