Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(507_344)-(616_461),(543_539)-(619_586),(843_509)-(1037_647),(721_684)-(816_778)
470.00,0.00,0.02,0.00,0.00
560.00,7.48,4.77,2.63,3.83
670.00,1.79,1.17,0.57,0.97
720.00,38.30,30.72,22.94,28.76
780.00,63.24,61.30,45.66,57.65
840.00,54.79,55.87,40.95,55.18
900.00,85.57,85.72,61.20,91.67
970.00,47.60,48.16,40.92,64.43
