Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(646_111)-(821_188),(247_333)-(335_465),(238_734)-(354_799),(610_591)-(707_733)
470.00,0.01,0.00,0.00,0.02
560.00,7.18,5.63,3.17,8.54
670.00,2.39,1.34,0.74,2.44
720.00,30.79,30.37,25.84,39.61
780.00,51.77,48.23,44.10,65.75
840.00,47.52,42.74,37.85,59.75
900.00,48.52,45.57,39.05,68.28
970.00,37.76,35.24,26.27,59.22
