Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(743_221)-(821_329),(716_572)-(829_668),(457_260)-(565_370),(670_337)-(766_416)
470.00,0.05,0.00,0.00,0.40
560.00,13.85,12.58,7.36,15.57
670.00,5.54,3.86,2.13,6.41
720.00,40.98,45.46,31.07,45.75
780.00,69.12,81.80,57.04,77.83
840.00,80.33,93.69,61.87,89.33
900.00,91.48,95.00,81.56,94.99
970.00,95.00,94.88,79.89,95.00
