Number of bands=8
Number of spectra=5
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(558_348)-(691_496),(758_463)-(831_574),(417_546)-(511_681),(597_151)-(713_254),(378_429)-(399_510)
470.00,0.03,0.07,0.01,0.00,0.00
560.00,11.24,12.64,9.66,8.29,6.66
670.00,3.39,4.30,2.48,2.68,2.16
720.00,38.65,42.27,38.37,29.46,29.81
780.00,59.43,61.22,58.33,41.31,53.52
840.00,57.26,55.51,55.52,40.30,51.93
900.00,63.92,63.49,64.30,42.64,60.28
970.00,61.22,62.30,60.82,38.77,54.76
