Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(653_344)-(840_477),(765_641)-(897_796),(303_689)-(537_802),(358_370)-(417_477)
470.00,0.00,2.23,1.00,0.00
560.00,4.20,20.08,19.80,2.95
670.00,1.28,4.48,4.07,0.92
720.00,25.41,60.14,58.84,21.33
780.00,55.38,94.98,94.29,45.23
840.00,57.54,95.00,94.87,46.09
900.00,62.24,95.00,94.95,45.03
970.00,63.83,94.73,93.72,48.12
