Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(206_153)-(331_364),(641_272)-(751_350),(190_711)-(346_853),(637_678)-(772_844)
470.00,0.00,0.00,0.08,0.01
560.00,8.01,3.36,14.30,12.74
670.00,1.97,1.06,4.72,5.70
720.00,36.26,22.12,55.61,50.57
780.00,62.71,37.64,77.97,70.43
840.00,50.90,34.28,70.93,65.33
900.00,48.48,35.61,83.69,76.95
970.00,31.90,19.31,74.34,68.44
