Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(395_158)-(518_361),(621_506)-(712_611),(428_379)-(521_444),(531_572)-(590_654)
470.00,0.01,0.48,0.04,0.02
560.00,12.60,13.44,15.72,13.54
670.00,5.37,4.87,6.18,4.80
720.00,36.82,45.86,46.06,47.21
780.00,64.98,77.72,78.42,79.36
840.00,70.34,89.44,87.45,90.95
900.00,84.92,95.00,94.98,95.00
970.00,93.99,95.00,95.00,95.00
