Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(209_102)-(351_253),(522_265)-(636_405),(360_567)-(469_652),(422_357)-(473_415)
470.00,0.00,0.01,0.05,0.01
560.00,7.97,8.28,5.54,9.67
670.00,3.71,3.60,1.90,3.66
720.00,40.40,38.25,34.49,44.53
780.00,60.46,60.89,64.60,75.57
840.00,50.06,54.51,58.11,67.03
900.00,63.87,80.03,90.52,90.52
970.00,73.63,47.22,68.78,52.96
