Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(409_164)-(540_321),(463_436)-(671_605),(254_622)-(356_684),(94_211)-(196_377)
470.00,0.00,0.26,0.00,0.03
560.00,4.30,7.85,7.32,3.88
670.00,2.20,4.13,2.08,1.34
720.00,37.66,46.15,45.14,32.56
780.00,83.21,90.61,88.47,69.74
840.00,79.78,86.93,83.13,65.12
900.00,67.81,76.55,75.35,56.98
970.00,54.10,71.54,60.09,39.27
