Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(579_236)-(728_404),(584_698)-(738_827),(152_727)-(309_874),(188_210)-(320_423)
470.00,0.00,0.25,0.02,0.00
560.00,6.20,9.28,7.53,4.55
670.00,2.72,3.83,1.82,1.29
720.00,33.24,44.81,42.47,28.82
780.00,53.92,81.66,75.25,45.04
840.00,46.49,75.88,69.06,37.92
900.00,70.11,94.99,95.00,56.26
970.00,46.43,91.44,82.41,37.90
