Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(281_645)-(397_807),(828_393)-(964_573),(636_707)-(835_874),(375_136)-(492_263)
470.00,0.24,0.90,0.09,0.03
560.00,16.43,10.99,13.65,7.68
670.00,5.58,4.26,4.96,3.24
720.00,55.79,32.57,49.52,34.79
780.00,94.52,83.64,92.43,72.15
840.00,85.99,87.44,94.54,76.50
900.00,95.00,87.28,94.98,81.87
970.00,94.81,87.26,94.86,76.30
