Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(517_334)-(721_473),(553_70)-(710_186),(266_70)-(385_224),(221_517)-(326_640)
470.00,0.33,0.00,0.05,0.00
560.00,11.76,6.10,10.56,6.70
670.00,5.43,2.12,4.87,2.40
720.00,44.11,30.58,39.17,34.27
780.00,70.52,48.86,59.14,54.24
840.00,66.40,46.08,53.05,48.28
900.00,69.51,44.25,52.52,51.04
970.00,68.02,39.48,46.18,43.19
