Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(460_161)-(578_276),(154_223)-(226_297),(350_42)-(404_122),(354_273)-(448_342)
470.00,0.00,0.00,0.00,0.00
560.00,4.61,2.39,6.93,2.91
670.00,1.21,1.12,2.21,0.58
720.00,27.74,23.14,36.63,23.30
780.00,46.13,42.37,50.84,45.90
840.00,39.98,38.53,41.37,41.36
900.00,60.20,60.09,52.12,62.32
970.00,38.96,27.41,81.37,30.29
