Number of bands=8
Number of spectra=5
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(418_195)-(493_263),(553_96)-(597_178),(785_101)-(862_185),(711_550)-(807_636),(394_514)-(509_636)
470.00,0.00,0.00,0.08,0.00,0.00
560.00,4.66,8.23,13.01,5.67,2.42
670.00,1.15,2.19,5.59,2.27,0.57
720.00,24.49,30.80,38.26,27.91,22.05
780.00,41.57,50.07,59.65,49.74,40.01
840.00,37.23,43.30,53.67,42.36,34.72
900.00,33.66,40.50,50.49,43.57,33.97
970.00,32.00,39.39,54.64,43.77,32.41
