Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(565_726)-(699_860),(610_432)-(714_553),(170_670)-(259_833),(412_189)-(510_312)
470.00,0.02,0.00,0.01,0.00
560.00,12.81,2.81,16.16,3.16
670.00,2.65,0.98,3.14,1.08
720.00,42.32,17.96,47.40,18.18
780.00,70.76,33.93,72.92,35.26
840.00,75.58,36.77,75.78,36.21
900.00,84.02,37.77,84.13,37.06
970.00,81.25,23.07,76.32,22.90
