Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(366_254)-(427_282),(353_362)-(379_394),(149_493)-(225_551),(188_184)-(237_258)
470.00,0.00,0.08,0.00,0.01
560.00,2.06,10.71,13.67,8.41
670.00,3.61,11.91,11.37,9.17
720.00,18.28,33.75,52.23,37.08
780.00,23.07,37.80,56.50,42.28
840.00,24.95,38.14,57.29,45.02
900.00,29.77,42.33,63.92,48.62
970.00,19.04,33.00,58.40,37.09
