Number of bands=8
Number of spectra=5
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(414_231)-(527_366),(248_503)-(342_599),(382_546)-(471_636),(551_212)-(608_308),(105_206)-(201_328)
470.00,0.00,0.74,0.03,0.00,0.00
560.00,6.61,13.06,11.34,4.40,4.19
670.00,1.66,4.08,3.61,1.18,1.14
720.00,35.86,52.25,48.65,28.61,26.24
780.00,59.91,85.19,82.23,48.99,41.50
840.00,52.99,76.61,76.91,42.34,35.81
900.00,76.41,94.96,95.00,60.17,55.16
970.00,43.53,89.94,91.86,33.58,25.20
