Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(709_312)-(929_475),(596_702)-(761_810),(282_598)-(339_747),(534_151)-(643_228)
470.00,0.03,0.09,3.42,0.13
560.00,5.37,10.20,6.74,1.11
670.00,1.49,2.65,1.38,0.20
720.00,30.28,44.85,32.08,12.20
780.00,60.82,80.59,55.28,26.11
840.00,63.99,85.35,58.93,26.15
900.00,68.97,93.08,62.69,24.73
970.00,63.11,91.25,50.08,11.56
