Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(575_528)-(668_737),(774_488)-(888_625),(490_295)-(570_400),(720_195)-(806_282)
470.00,0.03,0.00,0.00,0.00
560.00,7.03,5.03,4.97,3.45
670.00,1.88,1.11,1.21,1.02
720.00,45.85,30.08,38.99,24.16
780.00,85.83,54.51,75.13,48.99
840.00,77.66,49.69,76.67,47.40
900.00,68.83,40.93,66.58,37.56
970.00,51.39,26.08,43.48,22.09
