Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(979_447)-(1183_578),(830_631)-(914_733),(602_395)-(665_495),(834_150)-(987_221)
470.00,0.00,0.00,0.00,0.00
560.00,3.69,3.30,1.89,0.00
670.00,1.61,1.08,0.64,0.01
720.00,24.12,27.23,19.74,7.12
780.00,43.43,51.88,35.75,13.75
840.00,39.42,48.03,31.31,11.22
900.00,56.34,78.87,45.37,11.61
970.00,31.06,55.70,18.71,3.79
