Number of bands=8
Number of spectra=5
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(636_363)-(687_414),(711_615)-(755_721),(386_537)-(453_582),(698_749)-(797_794),(365_388)-(410_438)
470.00,3.94,0.61,0.90,0.17,0.01
560.00,36.63,21.59,22.71,9.94,20.73
670.00,18.39,7.24,12.15,5.94,7.19
720.00,49.29,46.53,38.35,27.00,35.80
780.00,59.78,61.54,46.80,36.69,43.80
840.00,65.32,64.76,50.99,39.32,49.79
900.00,68.46,72.46,56.73,44.15,53.66
970.00,60.63,62.13,44.96,36.40,47.75
