Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(436_553)-(631_684),(223_154)-(369_252),(198_614)-(296_737),(495_309)-(648_417)
470.00,0.49,0.00,0.01,0.00
560.00,17.64,11.73,14.88,1.99
670.00,6.02,3.22,4.36,1.07
720.00,50.47,37.32,46.73,16.45
780.00,67.84,47.74,60.42,24.23
840.00,59.58,43.95,55.45,21.35
900.00,68.56,44.30,64.08,22.32
970.00,69.63,41.69,63.29,15.15
