Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(968_730)-(1074_851),(1244_723)-(1363_875),(1433_618)-(1552_775),(1195_238)-(1312_384)
470.00,0.42,0.29,0.26,0.16
560.00,18.37,18.93,13.09,16.63
670.00,3.83,4.28,2.98,5.34
720.00,56.07,58.35,46.86,50.31
780.00,87.11,91.23,78.39,84.63
840.00,90.13,93.51,82.67,84.05
900.00,93.67,94.66,83.72,86.33
970.00,88.53,92.30,80.20,82.39
