Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(243_203)-(370_268),(621_294)-(746_383),(481_437)-(590_563),(682_477)-(773_623)
470.00,0.00,0.09,2.63,0.66
560.00,4.75,12.08,19.78,16.11
670.00,2.22,5.09,8.51,7.97
720.00,34.38,58.92,80.79,68.25
780.00,50.95,86.63,95.00,91.61
840.00,46.67,76.61,92.15,76.43
900.00,40.39,66.55,87.10,71.89
970.00,28.15,48.44,76.89,59.34
