Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(118_487)-(326_645),(596_577)-(666_766),(720_222)-(917_399),(195_118)-(353_223)
470.00,1.76,0.35,0.13,0.02
560.00,21.43,16.83,16.67,12.79
670.00,7.80,4.06,5.29,2.95
720.00,57.13,49.34,45.58,40.11
780.00,91.67,81.96,84.32,73.13
840.00,93.62,89.70,88.73,74.45
900.00,94.17,92.24,89.27,76.70
970.00,91.78,89.09,90.47,64.85
