Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(286_188)-(440_287),(506_530)-(605_703),(169_576)-(277_672),(290_714)-(367_817)
470.00,0.00,0.00,0.01,0.01
560.00,10.00,22.67,33.05,34.96
670.00,1.67,3.89,6.34,5.96
720.00,26.28,41.73,51.12,55.00
780.00,36.93,55.47,66.40,71.23
840.00,37.62,50.17,64.12,66.90
900.00,37.63,54.01,65.97,69.52
970.00,25.59,40.45,62.12,66.95
