Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(856_252)-(980_369),(764_728)-(939_887),(1073_843)-(1292_928),(1230_389)-(1411_556)
470.00,0.41,0.35,0.01,0.08
560.00,19.10,16.48,14.01,10.09
670.00,4.96,4.28,3.73,3.12
720.00,60.89,55.52,52.36,39.46
780.00,94.36,76.92,74.65,65.86
840.00,80.25,72.00,67.52,63.92
900.00,76.78,83.54,80.28,68.94
970.00,64.00,81.71,80.03,57.05
