Number of bands=8
Number of spectra=5
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(261_664)-(337_763),(534_557)-(617_643),(719_584)-(815_745),(646_261)-(790_415),(384_685)-(447_745)
470.00,0.13,1.02,0.29,0.01,0.12
560.00,17.17,15.71,15.58,7.37,16.96
670.00,4.80,5.74,5.36,2.35,4.56
720.00,55.17,48.97,49.75,31.55,55.99
780.00,94.91,88.10,91.31,66.64,94.92
840.00,95.00,92.00,93.66,76.08,94.95
900.00,95.00,93.76,93.59,78.32,94.99
970.00,94.91,93.77,93.78,81.32,94.46
