Number of bands=8
Number of spectra=5
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(402_206)-(506_346),(858_242)-(958_371),(743_338)-(806_439),(692_603)-(825_688),(385_507)-(468_591)
470.00,0.00,0.01,0.43,0.00,0.00
560.00,14.91,15.67,19.01,15.44,8.54
670.00,3.85,6.56,6.90,2.33,1.92
720.00,44.58,40.22,37.96,36.73,31.62
780.00,74.65,66.47,81.93,70.44,56.21
840.00,89.05,82.64,94.28,76.24,71.93
900.00,95.00,94.99,95.00,87.40,89.48
970.00,94.99,94.92,95.00,88.25,90.29
