Number of bands=8
Number of spectra=5
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(402_325)-(581_459),(634_275)-(746_377),(446_557)-(595_680),(224_163)-(340_248),(188_510)-(225_569)
470.00,0.02,0.00,0.66,0.28,0.01
560.00,10.38,8.10,12.48,10.17,11.81
670.00,3.45,2.56,3.66,3.70,3.43
720.00,40.72,34.93,48.16,41.63,43.91
780.00,62.85,54.74,81.03,56.60,68.05
840.00,55.08,47.60,73.27,44.16,59.82
900.00,82.32,69.52,94.87,53.37,89.92
970.00,47.91,44.10,89.93,69.99,65.52
