Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(507_233)-(625_338),(414_344)-(443_374),(392_613)-(484_745),(93_524)-(202_607)
470.00,0.00,0.00,0.00,0.39
560.00,4.42,2.51,8.90,13.14
670.00,1.13,0.46,2.83,3.40
720.00,26.45,21.16,38.50,50.21
780.00,42.50,37.72,71.46,84.24
840.00,38.00,33.15,66.75,74.22
900.00,56.84,48.30,95.00,95.00
970.00,29.21,19.16,67.39,87.03
