Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(513_297)-(590_357),(438_478)-(588_594),(617_473)-(663_635),(151_315)-(179_371)
470.00,0.00,0.56,0.06,0.00
560.00,3.71,9.47,9.30,2.26
670.00,1.20,4.25,4.11,0.68
720.00,27.74,40.90,45.76,22.27
780.00,48.50,73.62,82.33,39.91
840.00,42.67,65.83,74.92,35.23
900.00,63.82,91.31,94.20,52.78
970.00,35.02,80.10,83.02,18.65
