Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(893_222)-(1035_381),(851_584)-(1024_703),(731_724)-(850_866),(568_368)-(653_509)
470.00,4.34,6.84,5.77,2.93
560.00,50.50,49.55,45.47,36.15
670.00,19.18,20.56,25.02,24.31
720.00,91.00,94.98,94.84,91.75
780.00,92.83,95.00,94.75,92.24
840.00,90.58,95.00,94.97,91.34
900.00,85.77,95.00,94.96,88.15
970.00,86.45,95.00,95.00,91.49
